x y z n.x n.y n.z
0.296875 0.375669 0.578125 -0.602391 -0.794763 -0.0740135
0.28125 0.387512 0.578125 -0.602391 -0.794763 -0.0740135
0.296377 0.375 0.59375 -0.603915 -0.793411 -0.0760582
0.28125 0.386514 0.59375 -0.603915 -0.793411 -0.0760582
0.28125 0.388012 0.578125 -0.603915 -0.793411 -0.0760582
0.296875 0.376119 0.578125 -0.603915 -0.793411 -0.0760582
0.296875 0.375 0.589799 -0.603915 -0.793411 -0.0760582
0.304442 0.375 0.5625 -0.620239 -0.781232 -0.0705723
0.302664 0.375 0.578125 -0.620239 -0.781232 -0.0705723
0.296875 0.379596 0.578125 -0.620239 -0.781232 -0.0705723
0.296875 0.381007 0.5625 -0.620239 -0.781232 -0.0705723
0.303249 0.375 0.578125 -0.620711 -0.780519 -0.0742196
0.301381 0.375 0.59375 -0.620711 -0.780519 -0.0742196
0.296875 0.378583 0.59375 -0.620711 -0.780519 -0.0742196
0.296875 0.380069 0.578125 -0.620711 -0.780519 -0.0742196
0.294968 0.375 0.609375 -0.605379 -0.792076 -0.0783067
0.28125 0.385485 0.609375 -0.605379 -0.792076 -0.0783067
0.28125 0.38703 0.59375 -0.605379 -0.792076 -0.0783067
0.296875 0.375088 0.59375 -0.605379 -0.792076 -0.0783067
0.296875 0.375 0.594636 -0.605379 -0.792076 -0.0783067
0.295623 0.375 0.609375 -0.60616 -0.791238 -0.0807017
0.293543 0.375 0.625 -0.60616 -0.791238 -0.0807017
0.28125 0.384418 0.625 -0.60616 -0.791238 -0.0807017
0.28125 0.386011 0.609375 -0.60616 -0.791238 -0.0807017
0.25 0.403961 0.625 -0.542457 -0.835975 -0.0829828
0.265625 0.393823 0.625 -0.542457 -0.835975 -0.0829828
0.265625 0.392272 0.640625 -0.542457 -0.835975 -0.0829828
0.25 0.40241 0.640625 -0.542457 -0.835975 -0.0829828
0.25 0.402931 0.640625 -0.544044 -0.834744 -0.0849612
0.265625 0.392748 0.640625 -0.544044 -0.834744 -0.0849612
0.265625 0.391157 0.65625 -0.544044 -0.834744 -0.0849612
0.25 0.401341 0.65625 -0.544044 -0.834744 -0.0849612
0.265665 0.390625 0.640625 -0.574804 -0.814029 -0.0834056
0.267932 0.390625 0.625 -0.574804 -0.814029 -0.0834056
0.28125 0.381221 0.625 -0.574804 -0.814029 -0.0834056
0.28125 0.37962 0.640625 -0.574804 -0.814029 -0.0834056
0.266431 0.390625 0.640625 -0.57639 -0.812662 -0.0857653
0.28125 0.380114 0.640625 -0.57639 -0.812662 -0.0857653
0.28125 0.378465 0.65625 -0.57639 -0.812662 -0.0857653
0.265625 0.389548 0.65625 -0.57639 -0.812662 -0.0857653
0.265625 0.390625 0.646041 -0.57639 -0.812662 -0.0857653
0.275308 0.390625 0.625 -0.555262 -0.827344 -0.0847698
0.272922 0.390625 0.640625 -0.555262 -0.827344 -0.0847698
0.265625 0.395522 0.640625 -0.555262 -0.827344 -0.0847698
0.265625 0.397123 0.625 -0.555262 -0.827344 -0.0847698
0.273603 0.390625 0.640625 -0.559882 -0.824682 -0.0801906
0.271365 0.390625 0.65625 -0.559882 -0.824682 -0.0801906
0.265625 0.394522 0.65625 -0.559882 -0.824682 -0.0801906
0.265625 0.396041 0.640625 -0.559882 -0.824682 -0.0801906
0.257194 0.390625 0.671875 -0.54365 -0.835182 -0.0831622
0.259584 0.390625 0.65625 -0.54365 -0.835182 -0.0831622
0.265625 0.386693 0.65625 -0.54365 -0.835182 -0.0831622
0.265625 0.385137 0.671875 -0.54365 -0.835182 -0.0831622
0.255319 0.390625 0.6875 -0.544815 -0.833733 -0.0898091
0.257895 0.390625 0.671875 -0.544815 -0.833733 -0.0898091
0.265625 0.385574 0.671875 -0.544815 -0.833733 -0.0898091
0.265625 0.383891 0.6875 -0.544815 -0.833733 -0.0898091
0.264693 0.390625 0.671875 -0.545607 -0.833494 -0.0871813
0.25 0.400243 0.671875 -0.545607 -0.833494 -0.0871813
0.25 0.401877 0.65625 -0.545607 -0.833494 -0.0871813
0.265625 0.391649 0.65625 -0.545607 -0.833494 -0.0871813
0.265625 0.390625 0.666042 -0.545607 -0.833494 -0.0871813
0.265475 0.390625 0.671875 -0.547016 -0.832307 -0.0896556
0.262914 0.390625 0.6875 -0.547016 -0.832307 -0.0896556
0.25 0.399113 0.6875 -0.547016 -0.832307 -0.0896556
0.25 0.400796 0.671875 -0.547016 -0.832307 -0.0896556
0.265625 0.390111 0.65625 -0.578153 -0.811178 -0.0879108
0.28125 0.378975 0.65625 -0.578153 -0.811178 -0.0879108
0.28125 0.377281 0.671875 -0.578153 -0.811178 -0.0879108
0.265625 0.388418 0.671875 -0.578153 -0.811178 -0.0879108
0.265625 0.389 0.671875 -0.579978 -0.809661 -0.0898527
0.28125 0.377807 0.671875 -0.579978 -0.809661 -0.0898527
0.28125 0.376073 0.6875 -0.579978 -0.809661 -0.0898527
0.265625 0.387266 0.6875 -0.579978 -0.809661 -0.0898527
0.294285 0.375 0.625 -0.603959 -0.792644 -0.0833627
0.292128 0.375 0.640625 -0.603959 -0.792644 -0.0833627
0.28125 0.383289 0.640625 -0.603959 -0.792644 -0.0833627
0.28125 0.384932 0.625 -0.603959 -0.792644 -0.0833627
0.292972 0.375 0.640625 -0.597932 -0.796879 -0.0863748
0.290715 0.375 0.65625 -0.597932 -0.796879 -0.0863748
0.28125 0.382102 0.65625 -0.597932 -0.796879 -0.0863748
0.28125 0.383796 0.640625 -0.597932 -0.796879 -0.0863748
0.291423 0.375 0.65625 -0.596688 -0.798215 -0.0825662
0.28926 0.375 0.671875 -0.596688 -0.798215 -0.0825662
0.28125 0.380988 0.671875 -0.596688 -0.798215 -0.0825662
0.28125 0.382604 0.65625 -0.596688 -0.798215 -0.0825662
0.28991 0.375 0.671875 -0.598045 -0.796953 -0.0849032
0.287692 0.375 0.6875 -0.598045 -0.796953 -0.0849032
0.28125 0.379834 0.6875 -0.598045 -0.796953 -0.0849032
0.28125 0.381499 0.671875 -0.598045 -0.796953 -0.0849032
0.253529 0.390625 0.703125 -0.548209 -0.831242 -0.0922159
0.256157 0.390625 0.6875 -0.548209 -0.831242 -0.0922159
0.265625 0.384381 0.6875 -0.548209 -0.831242 -0.0922159
0.265625 0.382648 0.703125 -0.548209 -0.831242 -0.0922159
0.25168 0.390625 0.71875 -0.549532 -0.830077 -0.0948001
0.254376 0.390625 0.703125 -0.549532 -0.830077 -0.0948001
0.265625 0.383178 0.703125 -0.549532 -0.830077 -0.0948001
0.265625 0.381393 0.71875 -0.549532 -0.830077 -0.0948001
0.26374 0.390625 0.6875 -0.548163 -0.831272 -0.0922193
0.261111 0.390625 0.703125 -0.548163 -0.831272 -0.0922193
0.25 0.397952 0.703125 -0.548163 -0.831272 -0.0922193
0.25 0.399685 0.6875 -0.548163 -0.831272 -0.0922193
0.262023 0.390625 0.703125 -0.546712 -0.831913 -0.0950099
0.259307 0.390625 0.71875 -0.546712 -0.831913 -0.0950099
0.25 0.396741 0.71875 -0.546712 -0.831913 -0.0950099
0.25 0.398526 0.703125 -0.546712 -0.831913 -0.0950099
0.281027 0.375 0.703125 -0.581821 -0.808109 -0.0918969
0.265625 0.386089 0.703125 -0.581821 -0.808109 -0.0918969
0.265625 0.387866 0.6875 -0.581821 -0.808109 -0.0918969
0.28125 0.376616 0.6875 -0.581821 -0.808109 -0.0918969
0.28125 0.375 0.701713 -0.581821 -0.808109 -0.0918969
0.279279 0.375 0.71875 -0.583577 -0.80657 -0.0942514
0.265625 0.384879 0.71875 -0.583577 -0.80657 -0.0942514
0.265625 0.386705 0.703125 -0.583577 -0.80657 -0.0942514
0.28125 0.3754 0.703125 -0.583577 -0.80657 -0.0942514
0.28125 0.375 0.706549 -0.583577 -0.80657 -0.0942514
0.252571 0.390625 0.71875 -0.551059 -0.828762 -0.0974017
0.265625 0.381945 0.71875 -0.551059 -0.828762 -0.0974017
0.265625 0.380109 0.734375 -0.551059 -0.828762 -0.0974017
0.25 0.390498 0.734375 -0.551059 -0.828762 -0.0974017
0.25 0.390625 0.733297 -0.551059 -0.828762 -0.0974017
0.250746 0.390625 0.734375 -0.552857 -0.827264 -0.0999197
0.265625 0.380681 0.734375 -0.552857 -0.827264 -0.0999197
0.265625 0.378794 0.75 -0.552857 -0.827264 -0.0999197
0.25 0.389236 0.75 -0.552857 -0.827264 -0.0999197
0.25 0.390625 0.738501 -0.552857 -0.827264 -0.0999197
0.260345 0.390625 0.71875 -0.539747 -0.836073 -0.0982609
0.257501 0.390625 0.734375 -0.539747 -0.836073 -0.0982609
0.25 0.395467 0.734375 -0.539747 -0.836073 -0.0982609
0.25 0.397304 0.71875 -0.539747 -0.836073 -0.0982609
0.25842 0.390625 0.734375 -0.534498 -0.840022 -0.0931375
0.255698 0.390625 0.75 -0.534498 -0.840022 -0.0931375
0.25 0.39425 0.75 -0.534498 -0.840022 -0.0931375
0.25 0.395983 0.734375 -0.534498 -0.840022 -0.0931375
0.2801 0.375 0.71875 -0.584853 -0.805338 -0.0968355
0.277513 0.375 0.734375 -0.584853 -0.805338 -0.0968355
0.265625 0.383633 0.734375 -0.584853 -0.805338 -0.0968355
0.265625 0.385512 0.71875 -0.584853 -0.805338 -0.0968355
0.278439 0.375 0.734375 -0.582527 -0.806664 -0.0997789
0.275762 0.375 0.75 -0.582527 -0.806664 -0.0997789
0.265625 0.382321 0.75 -0.582527 -0.806664 -0.0997789
0.265625 0.384253 0.734375 -0.582527 -0.806664 -0.0997789
0.288402 0.375 0.6875 -0.599158 -0.795729 -0.0884636
0.286095 0.375 0.703125 -0.599158 -0.795729 -0.0884636
0.28125 0.378648 0.703125 -0.599158 -0.795729 -0.0884636
0.28125 0.380385 0.6875 -0.599158 -0.795729 -0.0884636
0.400275 0.265625 0.515625 -0.844625 -0.531363 -0.0652878
0.401483 0.265625 0.5 -0.844625 -0.531363 -0.0652878
0.40625 0.258047 0.5 -0.844625 -0.531363 -0.0652878
0.40625 0.256127 0.515625 -0.844625 -0.531363 -0.0652878
0.399359 0.265625 0.53125 -0.842961 -0.533725 -0.0674906
0.40061 0.265625 0.515625 -0.842961 -0.533725 -0.0674906
0.40625 0.256717 0.515625 -0.842961 -0.533725 -0.0674906
0.40625 0.254741 0.53125 -0.842961 -0.533725 -0.0674906
0.404629 0.265625 0.5 -0.822562 -0.564889 -0.0655227
0.403385 0.265625 0.515625 -0.822562 -0.564889 -0.0655227
0.392654 0.28125 0.515625 -0.822562 -0.564889 -0.0655227
0.393899 0.28125 0.5 -0.822562 -0.564889 -0.0655227
0.403799 0.265625 0.515625 -0.821516 -0.566182 -0.0674543
0.402516 0.265625 0.53125 -0.821516 -0.566182 -0.0674543
0.391747 0.28125 0.53125 -0.821516 -0.566182 -0.0674543
0.39303 0.28125 0.515625 -0.821516 -0.566182 -0.0674543
0.385921 0.28125 0.546875 -0.816256 -0.573825 -0.0667206
0.387198 0.28125 0.53125 -0.816256 -0.573825 -0.0667206
0.390625 0.276375 0.53125 -0.816256 -0.573825 -0.0667206
0.390625 0.274559 0.546875 -0.816256 -0.573825 -0.0667206
0.38499 0.28125 0.5625 -0.818422 -0.570549 -0.0682561
0.386293 0.28125 0.546875 -0.818422 -0.570549 -0.0682561
0.390625 0.275036 0.546875 -0.818422 -0.570549 -0.0682561
0.390625 0.273166 0.5625 -0.818422 -0.570549 -0.0682561
0.398427 0.265625 0.546875 -0.842194 -0.534639 -0.0697881
0.399722 0.265625 0.53125 -0.842194 -0.534639 -0.0697881
0.40625 0.255342 0.53125 -0.842194 -0.534639 -0.0697881
0.40625 0.253302 0.546875 -0.842194 -0.534639 -0.0697881
0.39747 0.265625 0.5625 -0.841404 -0.535575 -0.0721098
0.398809 0.265625 0.546875 -0.841404 -0.535575 -0.0721098
0.40625 0.253935 0.546875 -0.841404 -0.535575 -0.0721098
0.40625 0.251831 0.5625 -0.841404 -0.535575 -0.0721098
0.402946 0.265625 0.53125 -0.820438 -0.567501 -0.0694501
0.401623 0.265625 0.546875 -0.820438 -0.567501 -0.0694501
0.390815 0.28125 0.546875 -0.820438 -0.567501 -0.0694501
0.392138 0.28125 0.53125 -0.820438 -0.567501 -0.0694501
0.402067 0.265625 0.546875 -0.819354 -0.568797 -0.0716198
0.400701 0.265625 0.5625 -0.819354 -0.568797 -0.0716198
0.390625 0.280139 0.5625 -0.819354 -0.568797 -0.0716198
0.390625 0.28125 0.553678 -0.819354 -0.568797 -0.0716198
0.39122 0.28125 0.546875 -0.819354 -0.568797 -0.0716198
0.379593 0.296875 0.515625 -0.79968 -0.596824 -0.0656749
0.380877 0.296875 0.5 -0.79968 -0.596824 -0.0656749
0.390625 0.283813 0.5 -0.79968 -0.596824 -0.0656749
0.390625 0.282094 0.515625 -0.79968 -0.596824 -0.0656749
0.390356 0.28125 0.53125 -0.798574 -0.598054 -0.0678992
0.378654 0.296875 0.53125 -0.798574 -0.598054 -0.0678992
0.379983 0.296875 0.515625 -0.798574 -0.598054 -0.0678992
0.390625 0.282665 0.515625 -0.798574 -0.598054 -0.0678992
0.390625 0.28125 0.528084 -0.798574 -0.598054 -0.0678992
0.384673 0.296875 0.5 -0.781729 -0.620106 -0.066092
0.383352 0.296875 0.515625 -0.781729 -0.620106 -0.066092
0.375 0.307404 0.515625 -0.781729 -0.620106 -0.066092
0.375 0.30907 0.5 -0.781729 -0.620106 -0.066092
0.383708 0.296875 0.515625 -0.78384 -0.617773 -0.0628581
0.382455 0.296875 0.53125 -0.78384 -0.617773 -0.0628581
0.375 0.306334 0.53125 -0.78384 -0.617773 -0.0628581
0.375 0.307924 0.515625 -0.78384 -0.617773 -0.0628581
0.397287 0.28125 0.5 -0.811184 -0.581543 -0.0615447
0.396102 0.28125 0.515625 -0.811184 -0.581543 -0.0615447
0.390625 0.288889 0.515625 -0.811184 -0.581543 -0.0615447
0.390625 0.290543 0.5 -0.811184 -0.581543 -0.0615447
0.396465 0.28125 0.515625 -0.810093 -0.582846 -0.0635595
0.39524 0.28125 0.53125 -0.810093 -0.582846 -0.0635595
0.390625 0.287664 0.53125 -0.810093 -0.582846 -0.0635595
0.390625 0.289368 0.515625 -0.810093 -0.582846 -0.0635595
0.389432 0.28125 0.546875 -0.797363 -0.599418 -0.0700686
0.377686 0.296875 0.546875 -0.797363 -0.599418 -0.0700686
0.379059 0.296875 0.53125 -0.797363 -0.599418 -0.0700686
0.390625 0.28149 0.53125 -0.797363 -0.599418 -0.0700686
0.390625 0.28125 0.533299 -0.797363 -0.599418 -0.0700686
0.389898 0.28125 0.546875 -0.796079 -0.600884 -0.072087
0.388484 0.28125 0.5625 -0.796079 -0.600884 -0.072087
0.37669 0.296875 0.5625 -0.796079 -0.600884 -0.072087
0.378105 0.296875 0.546875 -0.796079 -0.600884 -0.072087
0.382838 0.296875 0.53125 -0.782743 -0.618886 -0.0655282
0.38153 0.296875 0.546875 -0.782743 -0.618886 -0.0655282
0.375 0.305133 0.546875 -0.782743 -0.618886 -0.0655282
0.375 0.306788 0.53125 -0.782743 -0.618886 -0.0655282
0.381936 0.296875 0.546875 -0.781915 -0.619663 -0.0680277
0.380576 0.296875 0.5625 -0.781915 -0.619663 -0.0680277
0.375 0.303911 0.5625 -0.781915 -0.619663 -0.0680277
0.375 0.305627 0.546875 -0.781915 -0.619663 -0.0680277
0.39563 0.28125 0.53125 -0.809031 -0.584025 -0.0662098
0.394351 0.28125 0.546875 -0.809031 -0.584025 -0.0662098
0.390625 0.286412 0.546875 -0.809031 -0.584025 -0.0662098
0.390625 0.288183 0.53125 -0.809031 -0.584025 -0.0662098
0.416108 0.25 0.5 -0.843673 -0.532882 -0.0652142
0.4149 0.25 0.515625 -0.843673 -0.532882 -0.0652142
0.40625 0.263695 0.515625 -0.843673 -0.532882 -0.0652142
0.40625 0.265607 0.5 -0.843673 -0.532882 -0.0652142
0.415297 0.25 0.515625 -0.842929 -0.533776 -0.067488
0.414046 0.25 0.53125 -0.842929 -0.533776 -0.067488
0.40625 0.262311 0.53125 -0.842929 -0.533776 -0.067488
0.40625 0.264287 0.515625 -0.842929 -0.533776 -0.067488
0.41446 0.25 0.53125 -0.84221 -0.534613 -0.0697895
0.413166 0.25 0.546875 -0.84221 -0.534613 -0.0697895
0.40625 0.260895 0.546875 -0.84221 -0.534613 -0.0697895
0.40625 0.262935 0.53125 -0.84221 -0.534613 -0.0697895
0.413588 0.25 0.546875 -0.842284 -0.534178 -0.0721853
0.412249 0.25 0.5625 -0.842284 -0.534178 -0.0721853
0.40625 0.259459 0.5625 -0.842284 -0.534178 -0.0721853
0.40625 0.261571 0.546875 -0.842284 -0.534178 -0.0721853
0.38402 0.28125 0.578125 -0.820822 -0.566805 -0.0705971
0.385364 0.28125 0.5625 -0.820822 -0.566805 -0.0705971
0.390625 0.273631 0.5625 -0.820822 -0.566805 -0.0705971
0.390625 0.271684 0.578125 -0.820822 -0.566805 -0.0705971
0.382919 0.28125 0.59375 -0.818339 -0.569642 -0.0763534
0.384377 0.28125 0.578125 -0.818339 -0.569642 -0.0763534
0.390625 0.272275 0.578125 -0.818339 -0.569642 -0.0763534
0.390625 0.27018 0.59375 -0.818339 -0.569642 -0.0763534
0.396485 0.265625 0.578125 -0.840506 -0.536664 -0.0744489
0.397869 0.265625 0.5625 -0.840506 -0.536664 -0.0744489
0.40625 0.252499 0.5625 -0.840506 -0.536664 -0.0744489
0.40625 0.250331 0.578125 -0.840506 -0.536664 -0.0744489
0.405483 0.25 0.59375 -0.839489 -0.537922 -0.0767948
0.395471 0.265625 0.59375 -0.839489 -0.537922 -0.0767948
0.396901 0.265625 0.578125 -0.839489 -0.537922 -0.0767948
0.40625 0.251034 0.578125 -0.839489 -0.537922 -0.0767948
0.40625 0.25 0.585369 -0.839489 -0.537922 -0.0767948
0.401161 0.265625 0.5625 -0.818313 -0.57 -0.0739201
0.399749 0.265625 0.578125 -0.818313 -0.57 -0.0739201
0.390625 0.278724 0.578125 -0.818313 -0.57 -0.0739201
0.390625 0.28075 0.5625 -0.818313 -0.57 -0.0739201
0.400225 0.265625 0.578125 -0.817459 -0.570914 -0.0762713
0.398768 0.265625 0.59375 -0.817459 -0.570914 -0.0762713
0.390625 0.277284 0.59375 -0.817459 -0.570914 -0.0762713
0.390625 0.279371 0.578125 -0.817459 -0.570914 -0.0762713
0.38184 0.28125 0.609375 -0.816355 -0.572173 -0.0786262
0.383345 0.28125 0.59375 -0.816355 -0.572173 -0.0786262
0.390625 0.270863 0.59375 -0.816355 -0.572173 -0.0786262
0.390625 0.268716 0.609375 -0.816355 -0.572173 -0.0786262
0.380745 0.28125 0.625 -0.815252 -0.573413 -0.0810082
0.382297 0.28125 0.609375 -0.815252 -0.573413 -0.0810082
0.390625 0.26941 0.609375 -0.815252 -0.573413 -0.0810082
0.390625 0.267203 0.625 -0.815252 -0.573413 -0.0810082
0.405955 0.25 0.59375 -0.838361 -0.539358 -0.0790226
0.404482 0.25 0.609375 -0.838361 -0.539358 -0.0790226
0.39443 0.265625 0.609375 -0.838361 -0.539358 -0.0790226
0.395902 0.265625 0.59375 -0.838361 -0.539358 -0.0790226
0.40497 0.25 0.609375 -0.837178 -0.540892 -0.0810486
0.403457 0.25 0.625 -0.837178 -0.540892 -0.0810486
0.393362 0.265625 0.625 -0.837178 -0.540892 -0.0810486
0.394875 0.265625 0.609375 -0.837178 -0.540892 -0.0810486
0.399241 0.265625 0.59375 -0.818195 -0.569515 -0.0788034
0.397736 0.265625 0.609375 -0.818195 -0.569515 -0.0788034
0.390625 0.275842 0.609375 -0.818195 -0.569515 -0.0788034
0.390625 0.278004 0.59375 -0.818195 -0.569515 -0.0788034
0.398204 0.265625 0.609375 -0.821438 -0.564427 -0.0816228
0.396651 0.265625 0.625 -0.821438 -0.564427 -0.0816228
0.390625 0.274396 0.625 -0.821438 -0.564427 -0.0816228
0.390625 0.276655 0.609375 -0.821438 -0.564427 -0.0816228
0.388967 0.28125 0.5625 -0.794763 -0.602391 -0.0740135
0.387512 0.28125 0.578125 -0.794763 -0.602391 -0.0740135
0.375669 0.296875 0.578125 -0.794763 -0.602391 -0.0740135
0.377124 0.296875 0.5625 -0.794763 -0.602391 -0.0740135
0.388012 0.28125 0.578125 -0.793411 -0.603915 -0.0760582
0.386514 0.28125 0.59375 -0.793411 -0.603915 -0.0760582
0.375 0.296377 0.59375 -0.793411 -0.603915 -0.0760582
0.375 0.296875 0.589799 -0.793411 -0.603915 -0.0760582
0.376119 0.296875 0.578125 -0.793411 -0.603915 -0.0760582
0.381007 0.296875 0.5625 -0.781232 -0.620239 -0.0705723
0.379596 0.296875 0.578125 -0.781232 -0.620239 -0.0705723
0.375 0.302664 0.578125 -0.781232 -0.620239 -0.0705723
0.375 0.304442 0.5625 -0.781232 -0.620239 -0.0705723
0.380069 0.296875 0.578125 -0.780519 -0.620711 -0.0742196
0.378583 0.296875 0.59375 -0.780519 -0.620711 -0.0742196
0.375 0.301381 0.59375 -0.780519 -0.620711 -0.0742196
0.375 0.303249 0.578125 -0.780519 -0.620711 -0.0742196
0.38703 0.28125 0.59375 -0.792076 -0.605379 -0.0783067
0.385485 0.28125 0.609375 -0.792076 -0.605379 -0.0783067
0.375 0.294968 0.609375 -0.792076 -0.605379 -0.0783067
0.375 0.296875 0.594636 -0.792076 -0.605379 -0.0783067
0.375088 0.296875 0.59375 -0.792076 -0.605379 -0.0783067
0.386011 0.28125 0.609375 -0.791238 -0.60616 -0.0807017
0.384418 0.28125 0.625 -0.791238 -0.60616 -0.0807017
0.375 0.293543 0.625 -0.791238 -0.60616 -0.0807017
0.375 0.295623 0.609375 -0.791238 -0.60616 -0.0807017
0.412668 0.25 0.5625 -0.844387 -0.530487 -0.0747927
0.411284 0.25 0.578125 -0.844387 -0.530487 -0.0747927
0.40625 0.258012 0.578125 -0.844387 -0.530487 -0.0747927
0.40625 0.260215 0.5625 -0.844387 -0.530487 -0.0747927
0.411705 0.25 0.578125 -0.848769 -0.523032 -0.0776437
0.410275 0.25 0.59375 -0.848769 -0.523032 -0.0776437
0.40625 0.256532 0.59375 -0.848769 -0.523032 -0.0776437
0.40625 0.258852 0.578125 -0.848769 -0.523032 -0.0776437
0.410686 0.25 0.59375 -0.850589 -0.520641 -0.0736913
0.409332 0.25 0.609375 -0.850589 -0.520641 -0.0736913
0.40625 0.255036 0.609375 -0.850589 -0.520641 -0.0736913
0.40625 0.257247 0.59375 -0.850589 -0.520641 -0.0736913
0.37962 0.28125 0.640625 -0.814029 -0.574804 -0.0834056
0.381221 0.28125 0.625 -0.814029 -0.574804 -0.0834056
0.390625 0.267932 0.625 -0.814029 -0.574804 -0.0834056
0.390625 0.265665 0.640625 -0.814029 -0.574804 -0.0834056
0.389548 0.265625 0.65625 -0.812662 -0.57639 -0.0857653
0.378465 0.28125 0.65625 -0.812662 -0.57639 -0.0857653
0.380114 0.28125 0.640625 -0.812662 -0.57639 -0.0857653
0.390625 0.266431 0.640625 -0.812662 -0.57639 -0.0857653
0.390625 0.265625 0.646041 -0.812662 -0.57639 -0.0857653
0.403961 0.25 0.625 -0.835975 -0.542457 -0.0829828
0.40241 0.25 0.640625 -0.835975 -0.542457 -0.0829828
0.392272 0.265625 0.640625 -0.835975 -0.542457 -0.0829828
0.393823 0.265625 0.625 -0.835975 -0.542457 -0.0829828
0.402931 0.25 0.640625 -0.834744 -0.544044 -0.0849612
0.401341 0.25 0.65625 -0.834744 -0.544044 -0.0849612
0.391157 0.265625 0.65625 -0.834744 -0.544044 -0.0849612
0.392748 0.265625 0.640625 -0.834744 -0.544044 -0.0849612
0.397123 0.265625 0.625 -0.827344 -0.555262 -0.0847698
0.395522 0.265625 0.640625 -0.827344 -0.555262 -0.0847698
0.390625 0.272922 0.640625 -0.827344 -0.555262 -0.0847698
0.390625 0.275308 0.625 -0.827344 -0.555262 -0.0847698
0.396041 0.265625 0.640625 -0.824682 -0.559882 -0.0801906
0.394522 0.265625 0.65625 -0.824682 -0.559882 -0.0801906
0.390625 0.271365 0.65625 -0.824682 -0.559882 -0.0801906
0.390625 0.273603 0.640625 -0.824682 -0.559882 -0.0801906
0.385137 0.265625 0.671875 -0.835182 -0.54365 -0.0831622
0.386693 0.265625 0.65625 -0.835182 -0.54365 -0.0831622
0.390625 0.259584 0.65625 -0.835182 -0.54365 -0.0831622
0.390625 0.257194 0.671875 -0.835182 -0.54365 -0.0831622
0.383891 0.265625 0.6875 -0.833733 -0.544815 -0.0898091
0.385574 0.265625 0.671875 -0.833733 -0.544815 -0.0898091
0.390625 0.257895 0.671875 -0.833733 -0.544815 -0.0898091
0.390625 0.255319 0.6875 -0.833733 -0.544815 -0.0898091
0.390111 0.265625 0.65625 -0.811178 -0.578153 -0.0879108
0.388418 0.265625 0.671875 -0.811178 -0.578153 -0.0879108
0.377281 0.28125 0.671875 -0.811178 -0.578153 -0.0879108
0.378975 0.28125 0.65625 -0.811178 -0.578153 -0.0879108
0.389 0.265625 0.671875 -0.809661 -0.579978 -0.0898527
0.387266 0.265625 0.6875 -0.809661 -0.579978 -0.0898527
0.376073 0.28125 0.6875 -0.809661 -0.579978 -0.0898527
0.377807 0.28125 0.671875 -0.809661 -0.579978 -0.0898527
0.401877 0.25 0.65625 -0.833494 -0.545607 -0.0871813
0.400243 0.25 0.671875 -0.833494 -0.545607 -0.0871813
0.390625 0.264693 0.671875 -0.833494 -0.545607 -0.0871813
0.390625 0.265625 0.666042 -0.833494 -0.545607 -0.0871813
0.391649 0.265625 0.65625 -0.833494 -0.545607 -0.0871813
0.400796 0.25 0.671875 -0.832307 -0.547016 -0.0896556
0.399113 0.25 0.6875 -0.832307 -0.547016 -0.0896556
0.390625 0.262914 0.6875 -0.832307 -0.547016 -0.0896556
0.390625 0.265475 0.671875 -0.832307 -0.547016 -0.0896556
0.384932 0.28125 0.625 -0.792644 -0.603959 -0.0833627
0.383289 0.28125 0.640625 -0.792644 -0.603959 -0.0833627
0.375 0.292128 0.640625 -0.792644 -0.603959 -0.0833627
0.375 0.294285 0.625 -0.792644 -0.603959 -0.0833627
0.383796 0.28125 0.640625 -0.796879 -0.597932 -0.0863748
0.382102 0.28125 0.65625 -0.796879 -0.597932 -0.0863748
0.375 0.290715 0.65625 -0.796879 -0.597932 -0.0863748
0.375 0.292972 0.640625 -0.796879 -0.597932 -0.0863748
0.382604 0.28125 0.65625 -0.798215 -0.596688 -0.0825662
0.380988 0.28125 0.671875 -0.798215 -0.596688 -0.0825662
0.375 0.28926 0.671875 -0.798215 -0.596688 -0.0825662
0.375 0.291423 0.65625 -0.798215 -0.596688 -0.0825662
0.381499 0.28125 0.671875 -0.796953 -0.598045 -0.0849032
0.379834 0.28125 0.6875 -0.796953 -0.598045 -0.0849032
0.375 0.287692 0.6875 -0.796953 -0.598045 -0.0849032
0.375 0.28991 0.671875 -0.796953 -0.598045 -0.0849032
0.382648 0.265625 0.703125 -0.831242 -0.548209 -0.0922159
0.384381 0.265625 0.6875 -0.831242 -0.548209 -0.0922159
0.390625 0.256157 0.6875 -0.831242 -0.548209 -0.0922159
0.390625 0.253529 0.703125 -0.831242 -0.548209 -0.0922159
0.381393 0.265625 0.71875 -0.830077 -0.549532 -0.0948001
0.383178 0.265625 0.703125 -0.830077 -0.549532 -0.0948001
0.390625 0.254376 0.703125 -0.830077 -0.549532 -0.0948001
0.390625 0.25168 0.71875 -0.830077 -0.549532 -0.0948001
0.387866 0.265625 0.6875 -0.808109 -0.581821 -0.0918969
0.386089 0.265625 0.703125 -0.808109 -0.581821 -0.0918969
0.375 0.281027 0.703125 -0.808109 -0.581821 -0.0918969
0.375 0.28125 0.701713 -0.808109 -0.581821 -0.0918969
0.376616 0.28125 0.6875 -0.808109 -0.581821 -0.0918969
0.386705 0.265625 0.703125 -0.80657 -0.583577 -0.0942514
